organizationId,ticker,year,quarter,DebtToEquityRatio,EBITMargin,ROA,ROE,ROIC,EPS,PB,PE,NetRevenueGrowthYoY,GrossProfitGrowthYoY
3439,VHM,2022,3,0.28653345,0.44968334,0.112463,0.245973,0.12108602,3328.57642356,1.65233838,7.08914058,-0.13900608,-0.31887204
3439,VHM,2022,4,0.24377481,0.42845807,0.097347,0.213597,0.12061011,2050.30971777,1.50829657,7.59688115,0.33230944,0.06994062
3500,PLX,2022,1,0.61244003,0.00444612,0.034855,0.097015,0.05111357,188.06791473,2.04756442,21.55294677,0.75228941,-0.18159458
3500,PLX,2022,2,0.69758409,-0.00430813,0.012233,0.036118,0.00712236,-20.89558788,1.56014531,40.79659418,0.81319631,-0.41896241
3500,PLX,2022,3,0.54295526,0.0027113,0.012151,0.037517,0.01230152,76.47231335,2.0206911,51.72091075,1.12835062,0.37684152
3500,PLX,2022,4,0.5343072,0.01088527,0.02136015,0.05958354,0.02426341,902.74080137,1.94273788,32.82219395,0.58760606,0.40546995
3742,SAB,2022,1,0.03443907,0.17202214,0.133845,0.185524,0.16522011,1825.55784232,5.0251267,27.38471788,0.24654344,0.27180908
3742,SAB,2022,2,0.03450942,0.21189613,0.153026,0.211687,0.19248544,2600.85173903,5.33369768,26.69058817,0.24662458,0.36352691
3742,SAB,2022,3,0.03138437,0.1541826,0.174886,0.244198,0.22060752,2092.59385837,5.08059871,22.53838803,1.01644076,1.36005306
3742,SAB,2022,4,0.04200987,0.099797,0.16085243,0.23551143,0.2154054,1626.95739795,4.73888029,20.99199878,0.1138799,0.12902947
3907,SSI,2022,1,2.19879612,0.55993195,0.062573,0.22701,0.07969165,710.2647766,2.12541871,6.99142626,0.33341316,0.47074333
3907,SSI,2022,2,1.79265069,0.53084814,0.056954,0.197256,0.07755576,344.9116193,1.66475552,6.52265725,-0.07762698,-0.08495452
3907,SSI,2022,3,0.96584938,0.53475135,0.050291,0.14586,0.07315678,225.61746296,1.43382583,9.90565156,-0.22889051,-0.27999995
3907,SSI,2022,4,1.24608813,0.46245721,0.03299,0.093362,0.05765421,157.09778294,1.45229849,15.88101514,-0.44241461,-0.47505666
4400,VIC,2022,1,1.10781705,-0.3356769,-0.005604,-0.024694,0.02489934,643.3658712,2.49683062,-107.44977955,-0.21745597,-0.93758184
4400,VIC,2022,2,1.26161137,-0.7070974,-0.001025,-0.004611,0.96834566,889.45628762,2.01049626,-459.11173347,-0.64253538,-1.45133335
4400,VIC,2022,3,1.3299212,0.00303876,0.001697,0.007923,0.22350358,244.71851159,1.99670163,269.30476571,-0.04547164,-0.50776511
4400,VIC,2022,4,1.31275745,0.0959743,0.01665056,0.07947647,-0.00669828,402.95800003,1.83135331,23.17242291,0.19473161,0.5539433
4713,VJC,2022,1,1.14194813,-0.11146223,0.004082,0.012689,-0.05090423,451.1767077,4.02768153,320.35913991,0.11697774,0.74663459
4713,VJC,2022,2,1.09228853,0.10926608,0.002053,0.006748,0.01670282,-185.84169629,3.39850061,508.56961718,2.2537914,1.84003648
4713,VJC,2022,3,1.10891983,0.00707508,0.001375,0.00481,0.01156797,75.04944283,3.52329517,747.3005538,3.37120776,-0.34917777
4713,VJC,2022,4,1.22762764,-0.37745299,-0.03656308,-0.13987018,0.02335678,-4350.37523778,3.53117337,-23.22047398,3.23418744,-11.3977142
4252,VNM,2022,1,0.31487104,0.18876014,0.193378,0.319434,0.22356718,1084.00305612,4.72541651,14.8800109,0.05212598,-0.02260287
4252,VNM,2022,2,0.26549568,0.15964339,0.178484,0.290246,0.20649417,996.66293419,4.77550663,17.20851111,-0.04998349,-0.11346029
4252,VNM,2022,3,0.28002379,0.16719534,0.167344,0.270925,0.19548845,1099.73584009,5.32867391,18.76561009,-0.00707424,-0.0854823
4252,VNM,2022,4,0.15032547,0.13681762,0.167284,0.27064,0.20331453,894.33752097,5.24430948,18.38154383,-0.04743537,-0.13080847
1948,GVR,2022,1,0.16256891,0.20671245,0.056741,0.092118,0.08440027,263.77357573,1.92394919,21.27748187,0.00904173,0.05299999
1948,GVR,2022,2,0.15787332,0.16943508,0.059939,0.096837,0.08389897,254.27956249,1.17087286,12.20984147,-0.02320237,-0.10705012
1948,GVR,2022,3,0.14147786,0.17160457,0.054785,0.088025,0.0732079,208.77375437,1.30969468,15.19048822,-0.04940086,-0.24354163
1948,GVR,2022,4,0.13930838,0.10128191,0.04862464,0.07893945,0.05745679,227.90680704,1.26852818,16.20289116,-0.06659996,-0.3417718
699,VRE,2022,1,0.10208201,0.34244885,0.02409,0.029729,0.02962294,162.07146079,2.06018285,70.08909527,-0.38489552,-0.47674538
699,VRE,2022,2,0.09979827,0.49895893,0.034112,0.041865,0.04131163,331.91639159,1.58801289,38.90974171,0.2245387,0.68587779
699,VRE,2022,3,0.09746228,0.47047969,0.053573,0.065608,0.06503064,340.68822198,2.11458989,33.33196854,1.54674956,6.97074009
699,VRE,2022,4,0.09545678,0.42468886,0.068906,0.08674,0.08582516,339.65035659,1.89856955,22.83731327,0.52479206,1.2678879
2748,ANV,2022,1,0.81157022,0.20343751,0.054531,0.111555,0.07152289,1620.12355853,2.22029859,20.8505717,0.72721121,1.52190267
2748,ANV,2022,2,0.77471218,0.23184392,0.095759,0.193741,0.11922809,1887.15862948,1.45039547,8.27695021,0.20491126,2.29112748
2748,ANV,2022,3,0.74319182,0.13590625,0.116908,0.235065,0.14851262,940.11366545,1.35764006,6.34894231,0.88881152,3.15635145
2748,ANV,2022,4,0.66686532,0.12814431,0.130131,0.258249,0.16493684,835.23873439,1.60970843,6.88614362,0.08165202,0.15361499
4750,BWE,2022,1,0.89395164,0.3348137,0.08359,0.195497,0.11135374,916.53028783,2.31833621,12.13229939,0.08563951,0.13282379
4750,BWE,2022,2,0.83745814,0.29976304,0.086573,0.198504,0.1172398,1045.96576899,2.12563243,11.23683097,0.0936771,0.21416344
4750,BWE,2022,3,0.90026929,0.26084619,0.088801,0.201566,0.11694226,1018.75889811,2.05135953,10.83259237,0.31986661,0.14290766
4750,BWE,2022,4,0.88545084,0.18702268,0.077943,0.177452,0.10691561,868.64651871,1.92758319,11.66076445,0.02891906,-0.12077183
2836,BMP,2022,1,0.02365803,0.13556771,0.093201,0.110836,0.14313979,1556.87620241,1.96120906,18.41908549,0.17017803,0.54534703
2836,BMP,2022,2,0.02247393,0.13540317,0.128557,0.152896,0.19415695,1774.2725194,1.99521693,13.55347201,0.07075348,1.09366295
2836,BMP,2022,3,0.02098418,0.16738559,0.191497,0.229584,0.28804066,2139.45014079,1.88719621,8.82263467,1.83798698,16.97160642
2836,BMP,2022,4,0.02102687,0.23545507,0.236032,0.282522,0.3457391,3034.80938011,1.94243856,7.33397582,-0.00857607,0.68400786
2848,BSI,2022,1,2.34538781,0.4489885,0.067755,0.226059,0.11211979,682.35317914,1.72664279,8.21142156,0.23978462,0.47574916
2848,BSI,2022,2,1.98005128,0.20599247,0.043578,0.149865,0.08713247,-48.86331528,2.24549294,9.9118826,-0.23285729,-0.66441485
2848,BSI,2022,3,0.59796274,0.28520284,0.026655,0.071604,0.06916514,100.09452418,0.86756958,14.38261691,-0.20635342,-0.41735011
2848,BSI,2022,4,0.2128661,0.15639194,0.019381,0.036929,0.05086581,86.48960087,1.12816284,32.46824909,-0.39983096,-0.61276824
2859,BVH,2022,1,0.13771,-0.15137816,0.011288,0.088549,-0.30204783,634.07278058,1.98079498,22.77783227,0.11702794,3.00835564
2859,BVH,2022,2,0.07456767,-0.13971094,0.009978,0.082493,-0.2841219,447.41493036,1.77758368,21.95110619,0.08041096,2.54139728
2859,BVH,2022,3,0.05406007,-0.15640912,0.009284,0.07866,-0.24522569,517.52801495,1.68318998,21.90286886,0.11841436,-0.93462893
